language,cast_num,cast_0,crew_num,director,genre_0,company_0,country
en,59,Daniel Craig,149,David Fincher,Thriller,Columbia Pictures,NO
en,17,Bruce Willis,49,John McTiernan,Action,Twentieth Century Fox Film Corporation,US
en,55,Robert Downey Jr.,25,Guy Ritchie,Action,Village Roadshow Pictures,DE
en,19,Jack Huston,8,Timur Bekmambetov,Drama,Paramount Pictures,US
en,15,Michael J. Fox,68,Gary Trousdale,Animation,Walt Disney Pictures,US
en,27,Jason Lee,12,Walt Becker,Adventure,Regency Enterprises,US
en,35,Tom Cruise,27,Bryan Singer,Drama,United Artists,DE
en,183,Adam Sandler,37,Dennis Dugan,Comedy,Columbia Pictures,US
en,72,Adam Sandler,40,Chris Columbus,Action,Columbia Pictures,US
en,23,Haley Joel Osment,146,Steven Spielberg,Drama,DreamWorks SKG,US
en,25,Eddie Murphy,12,Rob Minkoff,Thriller,Walt Disney Pictures,US
en,108,Jodie Foster,172,Robert Zemeckis,Drama,Warner Bros.,US
en,10,Kevin Bacon,13,Paul Verhoeven,Action,Columbia Pictures Corporation,DE
en,21,Nicole Kidman,107,Sydney Pollack,Crime,Universal Pictures,FR
en,22,Logan Lerman,29,Thor Freudenthal,Adventure,1492 Pictures,US
en,13,Angelina Jolie,12,Jan de Bont,Action,Paramount Pictures,US
en,141,Jesse Eisenberg,92,Jon M. Chu,Action,Summit Entertainment,CA
en,28,Val Kilmer,18,Phillip Noyce,Thriller,Paramount Pictures,US
en,14,Robert Redford,32,Tony Scott,Action,Universal Pictures,GB
en,17,Gary Sinise,35,Brian De Palma,Science Fiction,Spyglass Entertainment,US
en,13,Jesse Eisenberg,16,Carlos Saldanha,Animation,Blue Sky Studios,US
en,17,Robin Williams,10,Chris Columbus,Comedy,Laurence Mark Productions,DE
en,16,Tommy Lee Jones,10,Mick Jackson,Science Fiction,Twentieth Century Fox Film Corporation,US
en,17,Harrison Ford,17,Alan J. Pakula,Crime,Columbia Pictures,US
en,29,Harrison Ford,15,Kathryn Bigelow,Drama,Paramount Pictures,CA
en,17,Arnold Schwarzenegger,77,John Milius,Adventure,Universal Pictures,US
en,68,Russell Crowe,45,Ron Howard,Romance,Miramax Films,US
en,12,Elle Fanning,3,Andrei Konchalovsky,Fantasy,Vnesheconombank,GB
en,12,Jeff Bridges,60,Gary Ross,Drama,Universal Pictures,US
en,16,Helen Hunt,90,Jan de Bont,Action,Universal Pictures,US
en,14,Tom Hanks,13,Robert Zemeckis,Adventure,DreamWorks SKG,US
en,20,Elijah Wood,69,George Miller,Animation,Kennedy Miller Productions,AU
en,46,Matt Damon,160,Paul Greengrass,Action,Universal Pictures,DE
en,38,Harrison Ford,100,Wolfgang Petersen,Action,Columbia Pictures Corporation,DE
en,23,George Clooney,121,Steven Soderbergh,Thriller,Village Roadshow Pictures,US
en,15,Milla Jovovich,31,Paul W.S. Anderson,Adventure,Impact Pictures,US
en,24,Adam Sandler,13,Genndy Tartakovsky,Animation,Columbia Pictures,US
en,15,Amy Adams,24,Kevin Lima,Comedy,Walt Disney Pictures,US
en,17,Denzel Washington,20,Daniel Espinosa,Action,Universal Pictures,US
en,5,Glenn Close,13,Kevin Lima,Comedy,Walt Disney Pictures,US
en,55,Ben Stiller,19,Brett Ratner,Action,Universal Pictures,US
en,21,Cameron Diaz,10,Nancy Meyers,Comedy,Columbia Pictures,GB
en,44,Will Smith,18,Tony Scott,Action,Jerry Bruckheimer Films,US
en,25,Meryl Streep,13,Nancy Meyers,Comedy,Universal Pictures,US
en,25,George Clooney,45,Steven Soderbergh,Crime,Village Roadshow Pictures,US
en,17,Martin Lawrence,14,Jill Culton,Adventure,Sony Pictures Animation,US
en,21,Shailene Woodley,95,Neil Burger,Adventure,Summit Entertainment,US
en,16,Jude Law,77,Jean-Jacques Annaud,War,Paramount Pictures,IE
en,21,Dwayne Johnson,34,Peter Berg,Adventure,Columbia Pictures,US
en,22,Arnold Schwarzenegger,97,John McTiernan,Adventure,Columbia Pictures Corporation,US
en,21,Zhang Ziyi,15,Rob Marshall,Drama,DreamWorks SKG,US
en,56,Lucas Black,57,Justin Lin,Action,Universal Pictures,JP
en,48,James McAvoy,32,Barry Cook,Drama,Columbia Pictures,US
en,11,Brad Pitt,83,Martin Brest,Fantasy,Universal Pictures,US
en,21,Arnold Schwarzenegger,151,Andrew Davis,Action,David Foster Productions,US
en,24,Roy Scheider,15,Bob Fosse,Drama,Twentieth Century Fox Film Corporation,US
en,33,Julia Roberts,33,Tarsem Singh,Adventure,Relativity Media,US
en,30,Michael Cera,7,Edgar Wright,Action,Universal Pictures,US
en,54,Aaron Eckhart,222,Jon Amiel,Action,Paramount Pictures,US
en,19,Eddie Murphy,14,Peter Segal,Fantasy,Imagine Entertainment,US
en,11,Freddie Prinze Jr.,118,Raja Gosnell,Mystery,Atlas Entertainment,US
en,15,Karl Urban,82,Pete Travis,Action,DNA Films,ZA
en,24,Adam Sandler,15,Frank Coraci,Comedy,Original Film,US
en,21,Hal Holbrook,15,George A. Romero,Horror,Warner Bros.,US
en,18,James Marsden,10,Brad Peyton,Comedy,Village Roadshow Pictures,US
en,21,Hayden Christensen,89,Doug Liman,Adventure,Dune Entertainment,CA
en,11,Ron Perlman,14,Guillermo del Toro,Adventure,Universal Pictures,DE
en,26,Jake Gyllenhaal,43,David Fincher,Crime,Paramount Pictures,US
en,12,Arnold Schwarzenegger,56,Roger Spottiswoode,Science Fiction,Phoenix Pictures,US
en,11,Jim Carrey,124,Tom Shadyac,Fantasy,Universal Pictures,US
en,22,Sylvester Stallone,111,Sylvester Stallone,Thriller,Millennium Films,US
en,30,Tom Cruise,91,Brian De Palma,Adventure,Paramount Pictures,US
en,48,Jennifer Lawrence,61,Gary Ross,Science Fiction,Lionsgate,US
en,24,Bradley Cooper,4,Todd Phillips,Comedy,Legendary Pictures,US
en,11,Michael Keaton,16,Tim Burton,Action,PolyGram Filmed Entertainment,GB
en,17,Bruce Willis,13,Karey Kirkpatrick,Comedy,Pacific Data Images (PDI),US
en,11,Chris Sanders,33,Chris Sanders,Animation,Walt Disney Pictures,US
en,45,Julia Roberts,26,Gary Winick,Comedy,Paramount Pictures,DE
en,26,Robert Duvall,113,Mimi Leder,Action,Paramount Pictures,US
en,61,Bruce Willis,14,Dean Parisot,Action,DC Comics,CA
en,32,Adam Sandler,19,Peter Segal,Comedy,Paramount Pictures,US
en,11,Jason Lee,13,Mike Mitchell,Comedy,Fox 2000 Pictures,US
en,55,Adam Sandler,17,Dennis Dugan,Comedy,Columbia Pictures,US
en,15,Steve Carell,14,Peter Segal,Action,Village Roadshow Pictures,CA
en,11,Jack Nicholson,7,Nancy Meyers,Drama,Columbia Pictures Corporation,US
en,26,Leonardo DiCaprio,29,Martin Scorsese,Drama,Paramount Pictures,US
en,25,Vince Vaughn,20,Seth Gordon,Comedy,New Line Cinema,US
en,20,Robin Williams,58,Chris Wedge,Animation,Blue Sky Studios,US
en,22,John Travolta,54,John Woo,Action,Paramount Pictures,US
en,71,Adam Sandler,4,Adam Shankman,Fantasy,Walt Disney Pictures,US
en,32,Tom Hanks,117,Sam Mendes,Thriller,DreamWorks SKG,US
en,21,Adam Sandler,49,Dennis Dugan,Romance,Columbia Pictures,US
en,44,Nicolas Cage,37,Simon West,Action,Jerry Bruckheimer Films,US
en,20,Shia LaBeouf,111,D.J. Caruso,Mystery,DreamWorks SKG,US
en,23,Jude Law,89,Anthony Minghella,Drama,Miramax Films,US
en,45,Denzel Washington,85,Albert Hughes,Action,Alcon Entertainment,US
en,16,Robin Williams,12,Les Mayfield,Comedy,Walt Disney Pictures,US
en,21,Liam Neeson,108,Jan de Bont,Horror,DreamWorks,US
en,28,Michael Jordan,116,Joe Pytka,Animation,Warner Bros. Family Entertainment,US
en,22,Steve Martin,23,Shawn Levy,Action,Columbia Pictures,US
en,18,Keanu Reeves,72,Scott Derrickson,Drama,Twentieth Century Fox Film Corporation,CA
en,17,Mel Gibson,17,Richard Donner,Action,Silver Pictures,US
en,20,Brad Pitt,92,David Ayer,War,Columbia Pictures,GB
en,62,Harrison Ford,33,Ivan Reitman,Action,Caravan Pictures,US
en,14,Dan Aykroyd,8,Eric Brevig,Comedy,De Line Pictures,US
en,15,Matt Damon,25,Kelly Asbury,Western,DreamWorks SKG,US
en,22,Kevin James,6,Frank Coraci,Comedy,Columbia Pictures,US
en,20,Gary Oldman,105,Stephen Hopkins,Adventure,New Line Cinema,US
en,29,Denzel Washington,97,Jonathan Demme,Drama,Paramount Pictures,US
en,11,Stephen Dillane,3,Henry Jaglom,Romance,"Rainbow Film Company, The",US
en,22,Adam Sandler,9,Genndy Tartakovsky,Animation,Columbia Pictures,US
en,12,Steve Martin,46,James Algar,Animation,Walt Disney Pictures,US
en,27,Guy Pearce,19,Simon Wells,Science Fiction,DreamWorks SKG,US
en,16,Charlize Theron,20,Ron Underwood,Action,Walt Disney Pictures,US
en,53,John Travolta,10,Dominic Sena,Action,Village Roadshow Pictures,AU
en,17,Antonio Banderas,19,Martin Campbell,Action,Amblin Entertainment,MX
en,18,Robin Williams,16,Vincent Ward,Drama,PolyGram Filmed Entertainment,NZ
en,20,Adam Sandler,9,Steven Brill,Comedy,New Line Cinema,US
en,20,Heath Ledger,110,Terry Gilliam,Adventure,The Weinstein Company,CZ
en,22,Jack Nicholson,21,Tim Burton,Comedy,Tim Burton Productions,US
fr,7,Max Brebant,19,Lucile Hadzihalilovic,Mystery,Ex Nihilo,BE
en,6,Alec Baldwin,7,Lee Tamahori,Action,Art Linson Productions,US
en,44,Bruce Willis,25,Jonathan Mostow,Action,Touchstone Pictures,US
en,6,Kevin Costner,36,Roger Donaldson,Drama,New Line Cinema,US
en,18,Sylvester Stallone,93,Rob Cohen,Action,Universal Pictures,US
en,12,Charlie Rowe,12,Barry Cook,Animation,BBC Worldwide,AU
en,16,John Travolta,12,Roger Christian,Action,Franchise Pictures,US
en,58,Brendan Fraser,63,Joe Dante,Animation,Lonely Film Productions GmbH & Co. KG.,DE
en,14,Judi Dench,4,Rob Marshall,Drama,The Weinstein Company,IT
en,16,Paul Walker,114,Richard Donner,Action,Paramount Pictures,US
en,25,Kevin Costner,13,Kevin Costner,Drama,Tig Productions,US
en,21,James Cromwell,13,George Miller,Adventure,Kennedy Miller Productions,AU
en,22,Vin Diesel,92,Breck Eisner,Fantasy,Summit Entertainment,US
en,9,Val Kilmer,93,Antony Hoffman,Thriller,Village Roadshow Pictures,AU
en,27,Freddie Highmore,27,Luc Besson,Adventure,Canal Plus,FR
en,8,Pierce Brosnan,28,Jacques Perrin,Documentary,Pathé Films,FR
en,20,Heike Makatsch,31,Peter Hyams,Thriller,Epsilon Motion Pictures,CZ
en,36,Kit Harington,43,Paul W.S. Anderson,Action,Impact Pictures,CA
es,6,Jason Harris,4,Andrés Couturier,Comedy,Anima Estudios,IN
en,38,Russell Crowe,60,Ron Howard,Drama,Imagine Entertainment,US
en,28,Jonathan Taylor Thomas,33,Roger Allers,Family,Walt Disney Pictures,US
en,10,Dwayne Johnson,86,Brad Peyton,Adventure,New Line Cinema,US
en,15,Bill Hader,29,Cody Cameron,Animation,Columbia Pictures,US
en,14,Anthony Hopkins,9,Brett Ratner,Crime,Universal Pictures,DE
en,16,Viggo Mortensen,123,Joe Johnston,Western,Casey Silver Productions,US
en,21,Adam Sandler,12,Dennis Dugan,Comedy,Columbia Pictures,US
en,40,Paul Walker,105,John Singleton,Action,Mikona Productions GmbH & Co. KG,US
en,20,Jeff Bridges,7,Mark Osborne,Adventure,Onyx Films,FR
en,17,Nicole Kidman,21,Oliver Hirschbiegel,Science Fiction,Village Roadshow Pictures,US
en,20,Rene Russo,9,Des McAnuff,Action,Universal Pictures,DE
en,31,Louis C.K.,53,Chris Renaud,Animation,Universal Pictures,US
en,33,Sean Connery,150,Stephen Norrington,Fantasy,Twentieth Century Fox Film Corporation,CZ
en,39,Steve Carell,31,Pierre Coffin,Animation,Universal Pictures,US
en,69,Will Smith,63,Roland Emmerich,Action,Twentieth Century Fox Film Corporation,US
en,23,Jeff Goldblum,97,Steven Spielberg,Adventure,Universal Pictures,US
en,21,Ben Stiller,55,Eric Darnell,Family,DreamWorks SKG,US
en,73,Clive Owen,102,Alfonso Cuarón,Drama,Universal Pictures,GB
en,19,Patrick Stewart,23,Bryan Singer,Adventure,Twentieth Century Fox Film Corporation,US
en,18,Angelina Jolie,27,Timur Bekmambetov,Action,Universal Pictures,DE
en,25,Sean Connery,30,Michael Bay,Action,Hollywood Pictures,US
en,42,Ray Romano,10,Carlos Saldanha,Animation,Blue Sky Studios,US
en,55,Adam Sandler,108,Peter Segal,Comedy,Columbia Pictures Corporation,US
en,152,John Travolta,23,Adam Shankman,Family,New Line Cinema,GB
en,26,Stellan Skarsgård,13,Renny Harlin,Horror,Morgan Creek Productions,US
en,16,Matthew Broderick,7,David Kellogg,Action,Walt Disney Pictures,US
en,18,Jesse Eisenberg,34,Louis Leterrier,Thriller,Summit Entertainment,US
en,20,Adam Sandler,3,Dennis Dugan,Comedy,Columbia Pictures,US
en,23,Tom Hanks,68,Steven Spielberg,Comedy,DreamWorks SKG,US
en,16,Emma Roberts,6,Thor Freudenthal,Comedy,DreamWorks SKG,US
en,18,Chris O'Donnell,21,Martin Campbell,Action,Columbia Pictures Corporation,NZ
en,17,Tom Hanks,10,Mike Nichols,Comedy,Universal Pictures,US
en,16,Will Smith,76,Vicky Jenson,Animation,DreamWorks SKG,US
en,23,Jamie Foxx,86,Bill Condon,Drama,Paramount Pictures,US
en,59,John Travolta,18,F. Gary Gray,Comedy,Double Feature Films,US
en,19,Eric Bana,22,Steven Spielberg,Drama,DreamWorks SKG,CA
en,31,Bruce Willis,138,Antoine Fuqua,Action,Columbia Pictures,US
en,34,Katherine Heigl,17,Robert Luketic,Action,Katalyst Films,US
en,27,Henry Cavill,105,Guy Ritchie,Comedy,Davis Entertainment,US
en,14,Adam Sandler,109,James L. Brooks,Comedy,Gracie Films,US
en,17,Ryan Newman,93,Gil Kenan,Animation,Columbia Pictures,US
en,10,Bruce Willis,104,Barry Levinson,Action,Cheyenne Enterprises,US
en,16,Sean Connery,16,Jerry Zucker,Action,Columbia Pictures Corporation,US
en,32,Jodie Foster,15,Andy Tennant,Drama,Fox 2000 Pictures,MY
en,26,Mickey Rourke,29,Tarsem Singh,Fantasy,Virgin Produced,US
en,14,Bruce Willis,24,Florent-Emilio Siri,Mystery,Miramax Films,DE
en,8,Matt Damon,42,Gary Goldman,Animation,Twentieth Century Fox Film Corporation,US
en,35,Harrison Ford,16,Ron Shelton,Action,Columbia Pictures,US
en,19,Kurt Russell,49,Paul W.S. Anderson,Action,Impact Pictures,US
en,13,Lou Taylor Pucci,12,Àlex Pastor,Action,Paramount Vantage,US
en,100,Brendan Fraser,31,Henry Selick,Adventure,Twentieth Century Fox Film Corporation,US
en,16,Dennis Quaid,120,John Moore,Action,Twentieth Century Fox Film Corporation,US
en,40,Bruce Willis,56,M. Night Shyamalan,Science Fiction,Limited Edition Productions Inc.,US
en,17,Sandra Bullock,12,Kyle Balda,Family,Universal Pictures,US
en,35,Emily Browning,46,Zack Snyder,Action,Legendary Pictures,US
en,23,Nicolas Cage,78,Brian De Palma,Crime,Paramount Pictures,CA
en,12,Dustin Hoffman,71,Barry Levinson,Science Fiction,Punch Productions,US
en,32,Jason Sudeikis,6,Fergal Reilly,Family,Columbia Pictures,FI
en,17,Matthew McConaughey,25,Andy Tennant,Romance,De Line Pictures,US
en,78,Adam Sandler,17,Judd Apatow,Comedy,Columbia Pictures,US
en,19,Jamie Foxx,22,Peter Berg,Thriller,Universal Pictures,DE
en,24,Will Ferrell,14,Adam McKay,Comedy,Columbia Pictures,US
en,48,Eddie Murphy,74,Steve Carr,Comedy,Twentieth Century Fox Film Corporation,US
en,55,Mel Gibson,67,Mel Gibson,Action,Icon Entertainment International,US
en,20,Jamie Foxx,10,Sam Mendes,Drama,Universal Pictures,DE
en,21,Dan Castellaneta,66,David Silverman,Animation,Gracie Films,US
en,17,Jim Carrey,28,Frank Darabont,Drama,Village Roadshow Pictures,US
en,17,Kip Pardue,9,Renny Harlin,Action,Epsilon Motion Pictures,AU
en,15,Maï Anh Le,11,Jean-Jacques Annaud,Adventure,Pathé Renn Productions,FR
en,16,Bryce Dallas Howard,121,M. Night Shyamalan,Drama,Scott Rudin Productions,US
en,12,Eddie Murphy,11,Betty Thomas,Comedy,Twentieth Century Fox Film Corporation,US
en,15,Mel Gibson,88,M. Night Shyamalan,Drama,"Kennedy/Marshall Company, The",US
en,25,Mike Myers,72,Andrew Adamson,Adventure,DreamWorks SKG,US
en,48,Owen Wilson,40,John Lasseter,Animation,Walt Disney Pictures,US
en,18,Julia Roberts,32,Garry Marshall,Comedy,Paramount Pictures,US
en,20,Vin Diesel,139,Rob Cohen,Action,Columbia Pictures,US
en,61,Tom Kenny,98,Paul Tibbitt,Animation,Paramount Pictures,US
en,38,Mel Gibson,16,Ron Howard,Action,Touchstone Pictures,US
en,71,Brad Pitt,42,Quentin Tarantino,Drama,Universal Pictures,DE
en,30,Robin Williams,22,Steven Spielberg,Adventure,Amblin Entertainment,US
en,44,Bruce Willis,73,Renny Harlin,Action,Twentieth Century Fox Film Corporation,US
en,16,Samuel L. Jackson,100,Clark Johnson,Action,Original Film,US
en,14,Tom Cruise,15,Cameron Crowe,Drama,Paramount Pictures,US
en,15,Paul Giamatti,39,M. Night Shyamalan,Drama,Legendary Pictures,US
en,25,Sanaa Lathan,137,Paul W.S. Anderson,Adventure,Impact Pictures,CA
en,17,Zachary Levi,16,Betty Thomas,Comedy,Regency Enterprises,US
en,54,Mel Gibson,132,Randall Wallace,Action,Icon Entertainment International,DE
en,22,Gerard Butler,26,Antoine Fuqua,Action,Nu Image Films,US
en,11,Patrick Stewart,20,Jonathan Frakes,Science Fiction,Paramount Pictures,US
en,62,Aaron Eckhart,95,Jonathan Liebesman,Action,Columbia Pictures,US
en,43,Ewan McGregor,137,Tim Burton,Adventure,Columbia Pictures,US
en,15,Jack Nicholson,36,Mike Nichols,Fantasy,Columbia Pictures,US
en,32,Tom Hiddleston,48,Steven Spielberg,Drama,DreamWorks SKG,US
en,22,Matt Damon,21,George Clooney,War,Columbia Pictures,DE
en,20,Ed Harris,107,James Cameron,Adventure,Twentieth Century Fox Film Corporation,US
en,20,Michael Douglas,5,Oliver Stone,Drama,Twentieth Century Fox Film Corporation,US
en,23,Luke Evans,112,Gary Shore,Horror,Universal Pictures,US
en,14,Denzel Washington,87,Edward Zwick,Drama,Twentieth Century Fox Film Corporation,US
en,44,Claire Danes,70,Matthew Vaughn,Adventure,Paramount Pictures,IS
en,10,Brad Pitt,14,Jean-Jacques Annaud,Adventure,TriStar Pictures,US
en,110,Kevin James,36,Ron Howard,Comedy,Imagine Entertainment,US
en,17,Anthony Hopkins,24,Joel Schumacher,Action,Jerry Bruckheimer Films,US
en,15,Dwayne Johnson,76,Andrzej Bartkowiak,Adventure,Di Bonaventura Pictures,CZ
en,9,Eddie Murphy,10,Betty Thomas,Action,Columbia Pictures Corporation,US
en,31,Kate Beckinsale,41,Måns Mårlind,Fantasy,Lakeshore Entertainment,US
en,224,Julianne Hough,15,Adam Shankman,Comedy,New Line Cinema,US
en,20,Bruce Willis,20,Gregory Hoblit,Drama,David Foster Productions,US
en,18,Jason Statham,26,Gary McKendry,Action,Current Entertainment,AU
en,100,Chris Klein,15,John McTiernan,Action,Atlas Entertainment,DE
en,5,Antonio Banderas,15,Wych Kaosayananda,Action,Epsilon Motion Pictures,DE
en,10,Morgan Freeman,82,Mikael Salomon,Thriller,Paramount Pictures,DK
en,8,Chris Rock,65,Bobby Farrelly,Adventure,Conundrum Entertainment,US
en,12,Lea Michele,29,Dan St. Pierre,Animation,Prana Animation Studios,IN
en,19,Chris Hemsworth,54,Michael Mann,Crime,Universal Pictures,US
en,11,Jude Law,105,Kerry Conran,Mystery,Paramount Pictures,GB
en,37,Sharon Stone,14,Michael Caton-Jones,Crime,Intermedia Films,DE
en,36,Sylvester Stallone,100,Mikael Håfström,Action,Summit Entertainment,US
en,19,Kellan Lutz,54,Renny Harlin,Action,Millennium Films,US
en,21,Ben Affleck,108,Phil Alden Robinson,Thriller,Paramount Pictures,US
en,42,Kristen Stewart,39,David Slade,Adventure,Summit Entertainment,US
en,24,Robert De Niro,13,Frank Oz,Action,Paramount Pictures,DE
en,33,Steve Carell,25,Pierre Coffin,Animation,Universal Pictures,US
en,15,Wesley Snipes,44,Joseph Ruben,Action,Columbia Pictures,US
en,105,Mark Wahlberg,76,Seth MacFarlane,Comedy,Universal Pictures,US
en,73,Rachel Weisz,51,Alejandro Amenábar,Adventure,Himenóptero,ES
en,26,Ben Stiller,13,Kinka Usher,Adventure,Universal Pictures,US
en,13,Owen Wilson,43,Bobby Farrelly,Comedy,New Line Cinema,US
en,56,Al Pacino,42,Michael Mann,Drama,Spyglass Entertainment,US
en,22,Chris Pine,92,Craig Gillespie,Action,Walt Disney Pictures,US
en,19,Leonardo DiCaprio,85,Ridley Scott,Action,Scott Free Productions,US
en,20,Steve Carell,6,Jay Roach,Comedy,Paramount Pictures,US
en,36,Benjamin Walker,24,Timur Bekmambetov,Action,Twentieth Century Fox Film Corporation,US
en,21,Sean Connery,105,Jon Amiel,Romance,Fountainbridge Films,GB
en,46,David Duchovny,17,Rob Bowman,Mystery,Twentieth Century Fox Film Corporation,CA
en,16,Colin Firth,10,Doug Lefler,Action,Ingenious Film Partners,GB
en,38,Tom Hanks,95,Steven Spielberg,Drama,Paramount Pictures,US
en,46,Aaron Paul,69,Scott Waugh,Action,DreamWorks SKG,PH
en,110,Helen Hunt,95,Nancy Meyers,Comedy,Paramount Pictures,US
en,18,Ray Romano,58,Chris Wedge,Animation,Twentieth Century Fox Film Corporation,US
en,16,Morgan Freeman,88,Lawrence Kasdan,Drama,Village Roadshow Pictures,US
en,71,Daniel Day-Lewis,21,Steven Spielberg,History,DreamWorks,IN
en,36,Keanu Reeves,71,Lilly Wachowski,Action,Village Roadshow Pictures,AU
en,27,Tom Hanks,110,Ron Howard,Drama,Imagine Entertainment,US
en,13,Tim Allen,37,Michael Lembeck,Fantasy,Walt Disney Pictures,US
en,208,Hugh Jackman,46,Tom Hooper,Drama,Universal Pictures,GB
en,16,Tom Hanks,32,Nora Ephron,Comedy,Warner Bros.,US
en,16,Will Ferrell,23,Adam McKay,Comedy,Columbia Pictures,US
en,24,Antonio Banderas,16,Martin Campbell,Action,Amblin Entertainment,US
en,18,Robert Downey Jr.,57,Todd Phillips,Comedy,Legendary Pictures,US
en,79,Jack O'Connell,92,Angelina Jolie,Drama,Legendary Pictures,US
en,16,Clint Eastwood,28,Clint Eastwood,Action,Village Roadshow Pictures,US
en,15,Sylvester Stallone,29,Renny Harlin,Action,TriStar Pictures,FR
en,15,John Travolta,17,John Woo,Action,Twentieth Century Fox Film Corporation,US
en,57,Bruce Willis,21,Jon Turteltaub,Fantasy,Walt Disney Pictures,US
en,22,Nicolas Cage,31,Oliver Stone,Drama,Paramount Pictures,US
en,22,Julia Roberts,22,Mike Newell,Drama,Columbia Pictures,US
en,15,Sacha Baron Cohen,11,Larry Charles,Comedy,Paramount Pictures,US
en,17,Tom Cruise,18,Stanley Kubrick,Mystery,Hobby Films,GB
en,40,Quvenzhané Wallis,60,Will Gluck,Comedy,Columbia Pictures,US
en,37,Will Smith,48,Glenn Ficarra,Romance,Kramer & Sigman Films,US
en,42,Reese Witherspoon,40,McG,Action,Dune Entertainment,US
en,20,Wesley Snipes,155,David S. Goyer,Science Fiction,New Line Cinema,US
en,18,Patrick Swayze,10,John Milius,Action,United Artists,US
en,17,John Travolta,8,Mike Nichols,Comedy,Universal Pictures,FR
en,26,Milla Jovovich,19,Paul W.S. Anderson,Action,Davis-Films,CA
en,13,Jason Statham,57,Paul W.S. Anderson,Action,Universal Pictures,GB
en,15,Geena Davis,10,Renny Harlin,Crime,New Line Cinema,US
en,9,Meg Ryan,9,Taylor Hackford,Action,Castle Rock Entertainment,US
en,11,Jonah Bobo,24,Jon Favreau,Family,Columbia Pictures Corporation,US
en,77,Edward Norton,107,David Fincher,Drama,Regency Enterprises,DE
en,8,Matthew McConaughey,13,McG,Drama,Legendary Pictures,US
en,8,Bruce Willis,12,Michael Lehmann,Action,TriStar Pictures,US
en,15,John Travolta,8,Nora Ephron,Action,Paramount Pictures,FR
en,22,Aaron Eckhart,87,Stuart Beattie,Horror,Lakeshore Entertainment,US
en,34,Barney Clark,16,Roman Polanski,Crime,R.P. Productions,CZ
en,20,Jennifer Garner,111,Rob Bowman,Action,Twentieth Century Fox Film Corporation,CA
en,50,Mickey Rourke,68,Robert Rodriguez,Crime,Miramax Films,US
en,24,Harrison Ford,10,Sydney Pollack,Drama,Columbia Pictures,US
en,36,Jason Clarke,113,Baltasar Kormákur,Adventure,Universal Pictures,IS
en,24,Ben Whishaw,29,Tom Tykwer,Crime,Davis-Films,ES
en,114,Mike Myers,144,Jay Roach,Comedy,New Line Cinema,US
en,15,Nicolas Cage,9,David Bowers,Animation,The Weinstein Company,HK
en,27,Sam Neill,105,Steven Spielberg,Adventure,Universal Pictures,US
en,24,Kevin Costner,18,Lawrence Kasdan,Drama,Tig Productions,US
en,18,Harrison Ford,13,Phillip Noyce,Action,Paramount Pictures,US
zh,37,Jackie Chan,10,Daniel Lee,Action,Shanghai Film Group,HK
en,6,Marlon Wayans,36,Keenen Ivory Wayans,Comedy,Revolution Studios,US
en,11,Matthew McConaughey,19,Jonathan Mostow,Action,Universal Pictures,FR
en,18,Michael Douglas,6,Rob Reiner,Comedy,Columbia Pictures,US
en,19,Mike Myers,17,Marco Schnabel,Comedy,Paramount Pictures,US
en,13,Kurt Russell,15,Demian Lichtenstein,Action,Franchise Pictures,US
en,18,Samuel L. Jackson,77,Quentin Tarantino,Crime,Double Feature Films,US
en,29,Will Ferrell,25,Josh Gordon,Action,DreamWorks,US
en,11,Russell Brand,21,Tim Hill,Animation,Universal Pictures,GB
en,87,Gerard Butler,87,Zack Snyder,Action,Virtual Studios,US
en,19,Ben Stiller,99,Jay Roach,Comedy,DreamWorks SKG,US
en,36,Owen Wilson,75,David Frankel,Comedy,Sunswept Entertainment,US
en,33,Tom Hanks,48,Frank Darabont,Fantasy,Castle Rock Entertainment,US
en,17,Tim Allen,12,Walt Becker,Action,Wild Hogs Productions,US
en,24,Zach Braff,65,Mark Dindal,Animation,Walt Disney Pictures,US
en,72,Ben Affleck,82,David Fincher,Mystery,Twentieth Century Fox Film Corporation,US
en,51,Matt Damon,147,Doug Liman,Action,Universal Pictures,US
en,20,Pierce Brosnan,46,Martin Campbell,Adventure,United Artists,GB
en,16,John Travolta,23,Simon West,Crime,Paramount Pictures,DE
en,25,Jim Carrey,29,Peter Weir,Comedy,Paramount Pictures,US
en,22,Val Kilmer,27,Simon Wells,Adventure,DreamWorks SKG,US
en,52,Eddie Murphy,32,Steve Carr,Comedy,Columbia Pictures,US
en,44,Denzel Washington,33,Baltasar Kormákur,Action,Universal Studios,US
en,8,Jeff Goldblum,10,Lawrence Guterman,Comedy,Village Roadshow Pictures,US
en,22,Mark Wahlberg,115,F. Gary Gray,Action,De Line Pictures,GB
en,26,Sandra Bullock,7,Marc Lawrence,Romance,Village Roadshow Pictures,AU
en,18,Woody Allen,66,Eric Darnell,Adventure,DreamWorks SKG,US
en,18,Vince Vaughn,6,Peter Billingsley,Comedy,Universal Pictures,US
en,12,Tom Cruise,17,Tony Scott,Adventure,Paramount Pictures,US
en,22,Steve Martin,11,Adam Shankman,Comedy,Twentieth Century Fox Film Corporation,US
en,37,Dylan O'Brien,99,Wes Ball,Action,Gotham Group,US
en,19,Julia Roberts,16,Ryan Murphy,Drama,Columbia Pictures,US
